codigo_escola,regiao,uf,dependencia_administrativa,localizacao,etapa_ensino,numero_alunos,numero_professores,pct_prof_ensino_superior,tem_biblioteca,tem_lab_informatica,tem_lab_ciencias,tem_quadra_esportes,tem_internet,tem_agua_potavel,tem_energia_eletrica,tem_jornada_estendida,taxa_aprovacao,nivel_socioeconomico,ideb
103314,Nordeste,PI,Estadual,Urbana,Anos Finais,530,22,0.778,1,0,0,1,1,1,1,0,0.922,3.95,6.84
103315,Sudeste,ES,Municipal,Urbana,Ensino Médio,328,11,0.725,1,1,0,0,1,0,1,0,0.938,3.81,6.34
103316,Sudeste,MG,Estadual,Urbana,Anos Finais,392,20,0.713,0,0,0,1,0,1,1,0,0.84,4.82,6.83
103317,Sudeste,SP,Municipal,Urbana,Anos Finais,179,9,0.561,1,1,1,1,1,1,1,0,0.843,3.65,6.82
103318,Sul,RS,Municipal,Rural,Anos Iniciais,362,22,0.779,0,0,0,0,0,1,1,0,0.825,3.94,5.8
103319,Nordeste,CE,Privada,Urbana,Anos Iniciais,713,46,0.814,1,1,1,1,1,1,1,0,0.891,6.07,7.88
103320,Sul,PR,Estadual,Urbana,Anos Iniciais,469,19,0.837,1,1,1,1,1,1,1,0,0.845,3.83,6.8
103321,Sudeste,ES,Municipal,Urbana,Anos Iniciais,94,8,0.666,1,1,0,1,0,1,1,0,0.765,5.0,6.32
103322,Norte,TO,Estadual,Urbana,Anos Finais,80,3,0.841,1,1,0,1,1,1,1,1,0.883,5.37,6.66
103323,Nordeste,RN,Estadual,Urbana,Anos Finais,844,96,0.78,0,0,0,0,1,1,1,0,0.851,3.19,6.25
103324,Nordeste,PE,Municipal,Urbana,Anos Iniciais,730,41,0.543,1,0,0,0,0,0,0,1,0.845,4.14,6.47
103325,Nordeste,PI,Municipal,Urbana,Anos Finais,169,12,0.658,0,0,0,1,0,0,0,0,0.853,2.97,6.12
103326,Sudeste,ES,Estadual,Urbana,Anos Iniciais,457,25,0.916,1,1,1,1,1,0,1,0,0.752,4.92,7.55
103327,Norte,TO,Municipal,Urbana,Anos Finais,420,33,0.734,0,0,0,1,1,1,1,0,0.824,3.34,6.23
103328,Sudeste,MG,Privada,Urbana,Anos Finais,142,10,0.837,1,1,0,1,1,1,1,1,0.835,5.34,7.51
103329,Norte,PA,Privada,Urbana,Ensino Médio,245,12,0.985,1,1,0,0,1,1,1,0,0.912,6.07,7.53
103330,Centro-Oeste,GO,Municipal,Urbana,Anos Finais,375,20,0.62,0,0,0,0,0,1,1,0,0.84,3.96,5.93
103331,Sudeste,RJ,Municipal,Urbana,Anos Iniciais,359,21,0.654,0,0,0,0,0,0,1,0,0.718,3.56,6.05
103332,Nordeste,PI,Municipal,Rural,Anos Iniciais,661,41,0.636,0,0,0,0,0,1,1,0,0.79,2.8,5.34
103333,Sudeste,ES,Privada,Urbana,Ensino Médio,301,15,0.932,0,1,0,1,1,1,1,0,0.756,6.45,7.13
103334,Sudeste,RJ,Municipal,Rural,Anos Finais,203,13,0.748,0,1,0,0,0,1,0,0,0.859,3.49,5.72
103335,Sudeste,ES,Municipal,Urbana,Anos Iniciais,589,31,0.771,0,0,0,0,1,1,1,0,0.911,4.16,5.91
103336,Sudeste,ES,Municipal,Urbana,Anos Iniciais,80,4,0.842,1,1,1,1,1,1,1,0,0.93,3.62,7.02
103337,Sudeste,SP,Municipal,Rural,Anos Iniciais,187,9,0.556,0,0,0,0,0,0,0,0,0.756,2.15,4.42
103338,Nordeste,RN,Estadual,Urbana,Anos Finais,274,13,0.825,1,1,0,1,1,1,1,0,0.896,3.14,5.91
103339,Nordeste,MA,Municipal,Rural,Anos Iniciais,120,6,0.835,0,0,0,0,0,0,0,0,0.767,3.02,5.58
103340,Sul,PR,Municipal,Rural,Ensino Médio,311,17,0.668,0,0,1,0,0,0,0,0,0.914,2.82,5.58
103341,Sudeste,MG,Municipal,Urbana,Anos Iniciais,452,28,0.573,1,1,0,0,1,0,1,0,0.945,3.79,6.76
103342,Sudeste,MG,Estadual,Urbana,Anos Finais,272,17,0.895,1,1,0,1,1,1,1,0,0.768,3.95,6.11
103343,Sudeste,SP,Estadual,Urbana,Anos Iniciais,134,5,0.835,0,1,1,0,1,1,1,0,0.808,3.04,5.64
103344,Nordeste,PB,Estadual,Urbana,Anos Finais,368,16,0.865,0,0,0,1,1,1,1,1,0.844,4.6,7.24
103345,Sudeste,RJ,Municipal,Urbana,Ensino Médio,210,12,0.666,1,0,1,0,0,1,0,1,0.921,4.69,6.82
103346,Nordeste,SE,Municipal,Rural,Anos Finais,110,6,0.803,1,0,0,0,0,1,0,0,0.825,3.65,5.73
103347,Sudeste,SP,Estadual,Rural,Anos Finais,266,11,0.886,0,0,0,0,0,0,1,0,0.784,4.02,5.8
103348,Norte,PA,Municipal,Urbana,Ensino Médio,54,3,0.769,0,1,1,1,1,1,1,0,0.832,4.14,6.79
103349,Sudeste,SP,Municipal,Urbana,Anos Finais,303,14,0.713,0,1,0,1,1,1,1,0,0.851,3.88,6.46
103350,Nordeste,MA,Municipal,Rural,Ensino Médio,802,53,0.709,0,0,0,1,1,1,0,0,0.819,3.96,6.36
103351,Nordeste,PB,Estadual,Urbana,Anos Finais,136,12,0.894,1,0,1,1,1,1,1,0,0.649,4.91,6.05
103352,Norte,PA,Privada,Urbana,Anos Iniciais,111,6,0.744,1,0,0,1,1,1,1,0,0.92,5.73,7.66
103353,Sul,PR,Municipal,Rural,Anos Finais,406,28,0.739,0,0,1,0,0,0,1,1,0.87,3.29,5.42
103354,Sudeste,SP,Municipal,Urbana,Anos Finais,44,3,0.783,0,1,0,0,1,0,1,0,0.918,4.53,7.29
103355,Sul,PR,Municipal,Rural,Anos Iniciais,271,14,0.872,0,0,0,0,0,0,0,0,0.819,3.05,6.49
103356,Sudeste,RJ,Estadual,Urbana,Anos Finais,217,7,0.891,1,1,1,0,1,1,1,0,0.883,5.22,6.53
103357,Norte,RO,Privada,Urbana,Ensino Médio,1205,88,0.802,1,0,0,1,1,1,1,0,0.87,6.62,7.13
103358,Nordeste,MA,Municipal,Urbana,Anos Iniciais,360,27,0.641,0,0,0,1,1,1,0,0,0.8,2.68,5.49
103359,Nordeste,CE,Municipal,Rural,Anos Iniciais,67,4,0.624,0,0,1,0,0,0,1,0,0.939,2.64,5.42
103360,Norte,AC,Estadual,Urbana,Anos Finais,334,17,0.784,1,0,0,1,1,1,1,0,0.733,3.66,6.59
103361,Sudeste,RJ,Municipal,Urbana,Anos Iniciais,173,12,0.688,0,0,1,1,0,1,1,0,0.79,3.82,6.01
103362,Nordeste,PE,Municipal,Urbana,Anos Iniciais,63,3,0.774,0,1,0,1,1,1,1,0,0.809,2.94,5.58
103363,Sudeste,MG,Municipal,Rural,Anos Finais,866,74,0.665,0,0,0,1,1,0,1,0,0.86,2.91,5.16
103364,Norte,RR,Estadual,Rural,Anos Iniciais,156,7,0.725,1,0,0,0,0,0,1,0,0.773,3.27,5.59
103365,Nordeste,CE,Estadual,Urbana,Anos Iniciais,181,7,0.781,1,1,0,1,1,1,1,0,0.896,4.23,7.11
103366,Sudeste,MG,Privada,Urbana,Ensino Médio,782,55,0.789,1,1,0,1,1,1,1,0,0.912,5.33,6.69
103367,Centro-Oeste,MT,Municipal,Rural,Anos Iniciais,311,17,0.828,0,0,0,0,1,0,0,0,0.873,4.02,6.65
103368,Sudeste,MG,Privada,Urbana,Anos Finais,1139,71,0.812,1,0,0,0,1,1,1,0,0.874,5.75,7.64
103369,Norte,RO,Municipal,Urbana,Anos Iniciais,155,6,0.731,1,0,1,0,0,1,0,0,0.843,4.13,6.2
103370,Sul,SC,Estadual,Urbana,Anos Finais,476,25,0.932,1,1,1,0,0,0,1,0,0.785,3.27,6.48
103371,Nordeste,SE,Municipal,Urbana,Anos Finais,101,6,0.765,1,1,1,0,1,1,1,0,0.855,3.23,6.91
103372,Sul,PR,Municipal,Rural,Ensino Médio,82,5,0.592,0,0,0,1,1,1,1,0,0.713,3.14,4.44
103373,Sudeste,MG,Estadual,Urbana,Anos Iniciais,198,17,0.755,1,1,1,1,1,1,1,0,0.92,4.25,7.51
103374,Nordeste,PB,Privada,Urbana,Anos Iniciais,106,4,0.819,1,1,0,1,1,1,1,0,0.881,5.65,7.33
103375,Sudeste,MG,Municipal,Urbana,Anos Finais,265,16,0.697,0,0,0,0,1,0,1,0,0.724,4.17,6.11
103376,Sudeste,ES,Municipal,Urbana,Anos Iniciais,397,25,0.856,0,0,0,1,0,1,1,0,1.0,3.39,6.38
103377,Sudeste,RJ,Municipal,Urbana,Anos Iniciais,181,9,0.704,0,1,0,0,1,1,1,0,0.829,4.02,6.04
103378,Sudeste,MG,Municipal,Urbana,Anos Iniciais,169,21,0.596,1,0,0,1,0,1,1,0,0.855,3.7,6.16
103379,Sudeste,ES,Municipal,Rural,Anos Iniciais,289,12,0.64,0,1,0,0,0,0,1,0,0.716,4.18,5.86
103380,Centro-Oeste,DF,Municipal,Rural,Anos Iniciais,643,30,0.651,1,0,0,0,1,0,1,0,0.873,3.31,6.43
103381,Sul,SC,Municipal,Urbana,Anos Iniciais,269,12,0.623,1,1,0,1,1,0,0,0,0.845,4.03,6.25
103382,Nordeste,CE,Federal,Urbana,Anos Finais,202,7,0.929,0,1,1,1,1,1,1,0,0.784,4.88,7.39
103383,Sul,SC,Estadual,Urbana,Anos Finais,875,49,0.857,1,0,0,1,1,1,1,0,0.96,3.67,7.03
103384,Sudeste,MG,Municipal,Urbana,Anos Iniciais,273,10,0.779,0,0,0,0,0,1,1,0,0.831,3.78,6.08
103385,Sudeste,SP,Estadual,Urbana,Anos Finais,118,7,0.881,1,1,0,1,1,1,1,0,0.858,6.13,7.46
103386,Sudeste,RJ,Municipal,Rural,Anos Iniciais,333,18,0.819,0,0,0,0,0,0,1,0,1.0,3.12,6.22
103387,Nordeste,PI,Privada,Urbana,Anos Finais,166,10,0.853,1,0,0,1,1,1,1,0,0.856,6.19,7.39
103388,Nordeste,PI,Estadual,Urbana,Anos Finais,1255,98,0.803,1,1,0,0,1,1,1,0,0.759,3.94,6.91
103389,Sudeste,SP,Municipal,Rural,Anos Finais,771,48,0.687,0,1,0,0,0,1,0,0,0.788,3.75,5.98
103390,Sudeste,SP,Municipal,Rural,Anos Iniciais,435,25,0.731,0,0,0,0,1,0,0,1,0.891,3.27,6.58
103391,Sudeste,SP,Estadual,Urbana,Anos Iniciais,145,10,0.817,1,1,0,0,1,1,1,0,0.944,4.63,7.13
103392,Sul,RS,Estadual,Urbana,Ensino Médio,584,50,0.8,1,0,0,1,0,1,1,0,0.925,3.37,6.8
103393,Nordeste,PB,Privada,Urbana,Anos Finais,128,12,0.875,1,0,0,1,1,1,1,0,0.849,5.86,7.45
103394,Sul,PR,Estadual,Urbana,Anos Iniciais,695,33,0.913,1,1,0,0,1,1,1,0,0.823,4.61,7.19
103395,Sudeste,ES,Privada,Urbana,Anos Iniciais,20,3,0.914,0,0,0,1,1,1,1,0,0.841,5.9,7.42
103396,Nordeste,BA,Municipal,Urbana,Anos Finais,768,47,0.71,1,0,0,0,1,1,1,0,0.835,3.33,5.72
103397,Sul,RS,Privada,Urbana,Anos Iniciais,270,23,0.755,1,1,0,1,1,1,1,0,0.927,5.75,8.13
103398,Sudeste,MG,Municipal,Urbana,Anos Finais,201,12,0.644,1,1,0,0,1,1,1,1,0.911,3.52,6.63
103399,Sudeste,RJ,Estadual,Urbana,Anos Finais,154,9,0.98,1,0,1,1,1,1,1,0,1.0,2.55,6.57
103400,Nordeste,CE,Municipal,Urbana,Anos Iniciais,115,7,0.594,1,0,0,0,1,1,1,0,0.918,4.32,7.14
103401,Norte,RO,Municipal,Rural,Anos Iniciais,188,11,0.759,0,1,1,0,0,0,1,0,0.805,4.71,6.62
103402,Centro-Oeste,MT,Municipal,Urbana,Anos Iniciais,196,10,0.677,0,0,0,1,0,1,1,0,0.906,4.34,6.63
103403,Sul,PR,Estadual,Urbana,Anos Finais,71,3,0.749,1,1,0,0,1,1,1,0,0.804,4.1,7.23
103404,Nordeste,CE,Municipal,Rural,Anos Finais,299,13,0.649,0,0,0,1,1,1,1,1,0.78,2.88,6.05
103405,Sudeste,SP,Privada,Urbana,Ensino Médio,209,10,0.874,1,0,0,1,1,1,1,0,0.852,5.21,6.91
103406,Nordeste,BA,Municipal,Rural,Ensino Médio,1119,58,0.653,1,0,0,0,1,1,0,0,0.944,3.93,5.76
103407,Nordeste,MA,Municipal,Rural,Anos Iniciais,397,17,0.714,0,0,0,0,0,0,0,0,0.819,2.63,4.54
103408,Nordeste,SE,Municipal,Urbana,Ensino Médio,186,12,0.757,0,0,0,0,0,1,1,0,0.815,3.52,5.39
103409,Sudeste,ES,Estadual,Urbana,Anos Finais,101,5,0.813,0,1,0,1,0,1,1,0,0.937,4.11,7.17
103410,Sul,SC,Privada,Urbana,Anos Iniciais,130,6,0.957,1,1,1,1,1,1,1,0,0.857,5.59,7.53
103411,Nordeste,PI,Municipal,Urbana,Anos Iniciais,577,42,0.655,1,0,0,1,0,1,1,0,0.723,3.49,5.72
103412,Sul,RS,Estadual,Urbana,Anos Finais,74,4,0.75,1,0,0,1,1,1,1,0,0.973,3.23,6.77
103413,Nordeste,PE,Privada,Urbana,Ensino Médio,100,4,0.8,1,1,0,0,1,1,1,1,1.0,6.14,8.16
103414,Nordeste,AL,Privada,Urbana,Ensino Médio,196,20,0.813,1,1,0,1,1,1,1,0,0.976,4.76,7.68
103415,Sudeste,ES,Estadual,Urbana,Anos Iniciais,742,34,0.88,0,1,0,1,1,1,1,0,0.931,4.0,6.51
103416,Sudeste,SP,Municipal,Urbana,Anos Iniciais,229,12,0.643,0,0,1,0,1,1,1,0,0.888,4.19,6.52
103417,Nordeste,RN,Privada,Urbana,Anos Iniciais,179,7,0.837,1,0,0,1,1,1,1,1,0.82,4.42,7.2
103418,Sul,PR,Municipal,Rural,Anos Finais,108,5,0.568,0,0,0,0,1,0,1,0,0.735,4.47,5.83
103419,Sudeste,ES,Municipal,Urbana,Anos Iniciais,212,17,0.722,1,0,0,1,1,1,1,0,0.794,3.87,6.78
103420,Nordeste,MA,Municipal,Urbana,Anos Iniciais,82,3,0.637,0,1,0,1,1,1,0,0,0.823,4.0,6.35
103421,Sudeste,ES,Estadual,Urbana,Anos Iniciais,706,31,0.938,0,0,0,1,1,1,1,0,0.788,4.85,7.0
103422,Sudeste,ES,Municipal,Urbana,Anos Iniciais,947,47,0.721,1,0,0,1,0,1,1,0,0.712,3.59,5.85
103423,Sudeste,ES,Estadual,Urbana,Anos Iniciais,782,43,1.0,1,0,0,1,1,1,1,0,0.911,3.58,6.91
103424,Nordeste,MA,Municipal,Urbana,Anos Iniciais,91,4,0.807,0,1,0,1,1,0,0,0,0.85,3.55,6.77
103425,Sudeste,ES,Municipal,Urbana,Ensino Médio,198,9,0.835,0,0,0,1,0,1,1,0,0.869,3.7,6.43
103426,Sudeste,RJ,Estadual,Rural,Anos Finais,176,15,0.742,0,1,0,0,0,1,0,0,0.82,3.38,5.94
103427,Sudeste,RJ,Municipal,Rural,Anos Finais,1099,68,0.773,1,0,0,0,0,0,1,0,0.751,1.93,4.81
103428,Sudeste,ES,Municipal,Rural,Anos Iniciais,896,54,0.802,0,0,0,0,0,0,1,0,0.917,1.6,5.34
103429,Sudeste,ES,Estadual,Urbana,Ensino Médio,570,31,0.945,0,1,1,0,1,1,1,0,0.695,4.8,6.04
103430,Sudeste,RJ,Municipal,Urbana,Anos Iniciais,101,11,0.628,0,0,0,0,1,1,1,0,0.798,3.42,5.29
103431,Sudeste,MG,Municipal,Urbana,Anos Iniciais,784,49,0.821,0,0,1,1,0,0,0,0,0.881,3.28,6.55
103432,Sudeste,MG,Municipal,Rural,Anos Finais,178,7,0.746,0,0,0,0,1,0,1,0,1.0,3.71,6.18
103433,Sudeste,RJ,Municipal,Rural,Ensino Médio,252,17,0.804,0,0,1,1,1,1,1,0,0.843,3.25,5.47
103434,Nordeste,MA,Municipal,Urbana,Anos Finais,198,9,0.655,1,0,1,1,1,1,0,0,0.635,2.87,5.76
103435,Sudeste,RJ,Municipal,Urbana,Anos Finais,289,11,0.728,0,0,0,0,1,1,1,1,0.937,1.8,5.94
103436,Sul,SC,Estadual,Rural,Anos Iniciais,114,7,0.871,1,0,0,0,0,1,0,0,0.808,3.89,5.58
103437,Sul,PR,Estadual,Urbana,Anos Finais,902,65,0.849,0,1,0,1,1,1,1,0,0.751,4.44,6.13
103438,Centro-Oeste,MT,Municipal,Urbana,Anos Iniciais,158,8,0.726,0,1,0,0,0,1,1,0,0.73,4.33,6.17
103439,Nordeste,AL,Privada,Urbana,Ensino Médio,164,9,0.963,1,0,1,1,1,1,1,0,0.964,5.89,7.63
103440,Nordeste,SE,Municipal,Urbana,Anos Finais,665,35,0.775,1,0,0,0,0,1,1,0,0.865,4.25,6.38
103441,Sudeste,ES,Municipal,Rural,Anos Finais,751,57,0.704,0,0,0,0,0,1,1,1,0.985,2.47,5.91
103442,Sudeste,SP,Municipal,Urbana,Anos Finais,65,3,0.624,0,1,0,0,1,1,1,0,0.747,2.77,6.14
103443,Sudeste,ES,Municipal,Rural,Anos Iniciais,259,12,0.808,0,0,0,0,0,0,1,0,0.995,3.21,5.72
103444,Sudeste,RJ,Municipal,Rural,Anos Finais,409,17,0.783,0,1,0,0,1,0,0,0,0.856,2.91,5.55
103445,Nordeste,AL,Municipal,Urbana,Anos Iniciais,227,11,0.761,1,1,0,0,1,0,0,0,0.794,4.29,6.92
103446,Nordeste,AL,Municipal,Urbana,Anos Iniciais,248,10,0.798,1,0,0,0,1,0,1,0,0.891,4.83,7.6
103447,Sudeste,MG,Estadual,Urbana,Ensino Médio,542,27,0.784,1,1,0,0,0,1,1,1,0.837,4.47,6.69
103448,Norte,RR,Estadual,Urbana,Anos Finais,261,17,0.853,1,1,0,0,1,1,1,0,0.803,3.52,6.69
103449,Sudeste,RJ,Municipal,Rural,Anos Finais,315,18,0.66,0,0,0,0,0,0,0,0,0.857,3.53,5.72
103450,Nordeste,SE,Municipal,Urbana,Anos Iniciais,243,10,0.686,1,0,0,1,0,0,1,0,0.769,4.3,6.42
103451,Sudeste,SP,Municipal,Urbana,Anos Iniciais,162,7,0.766,0,1,0,0,0,1,1,0,0.984,3.46,6.15
103452,Sudeste,ES,Estadual,Urbana,Anos Finais,332,19,0.807,1,1,0,0,1,0,1,1,0.904,4.29,8.1
103453,Sudeste,SP,Municipal,Urbana,Anos Iniciais,159,7,0.772,0,0,1,1,0,1,1,0,0.868,3.97,5.97
103454,Nordeste,BA,Privada,Urbana,Anos Finais,198,9,0.876,1,1,0,0,1,1,1,0,0.853,5.5,6.59
103455,Norte,AP,Municipal,Rural,Anos Finais,567,41,0.758,1,0,1,0,1,1,1,0,0.903,3.38,6.18
103456,Sul,SC,Municipal,Urbana,Anos Finais,190,10,0.668,1,1,0,1,0,0,1,0,0.964,3.38,6.67
103457,Sul,SC,Estadual,Urbana,Anos Finais,550,39,0.866,1,0,0,1,0,1,1,0,0.787,3.99,5.63
103458,Nordeste,MA,Estadual,Urbana,Anos Iniciais,365,27,0.861,1,1,0,0,1,1,1,0,0.775,3.9,6.58
103459,Sudeste,RJ,Municipal,Rural,Anos Iniciais,214,10,0.681,1,0,1,1,1,0,1,0,1.0,2.71,6.31
103460,Norte,AM,Privada,Urbana,Anos Iniciais,197,11,0.83,1,0,0,1,1,1,1,0,0.819,6.49,7.38
103461,Sul,PR,Municipal,Urbana,Ensino Médio,34,3,0.671,1,0,0,0,1,1,0,1,0.774,3.78,5.99
103462,Norte,AC,Estadual,Rural,Anos Iniciais,335,18,0.753,1,0,1,0,1,0,1,0,0.881,3.07,6.29
103463,Centro-Oeste,MS,Municipal,Rural,Anos Iniciais,455,20,0.817,1,0,0,0,0,1,0,0,0.768,2.06,5.58
103464,Sudeste,MG,Estadual,Urbana,Anos Iniciais,405,21,0.762,0,1,0,0,0,1,1,1,0.821,4.17,6.84
103465,Norte,TO,Municipal,Rural,Anos Finais,393,40,0.799,0,0,0,1,0,1,1,0,0.733,3.42,5.97
103466,Sul,RS,Municipal,Rural,Anos Iniciais,795,45,0.799,0,0,0,0,0,0,0,0,0.897,2.22,5.72
103467,Norte,AM,Municipal,Urbana,Ensino Médio,287,13,0.626,0,1,0,0,1,1,1,0,0.814,3.87,6.3
103468,Sudeste,RJ,Estadual,Urbana,Ensino Médio,334,11,0.892,1,0,1,0,1,1,1,0,0.768,4.9,6.71
103469,Nordeste,BA,Municipal,Urbana,Anos Finais,198,10,0.698,0,1,1,0,1,1,1,0,0.776,5.04,6.8
103470,Sudeste,RJ,Municipal,Rural,Ensino Médio,287,16,0.74,0,1,0,0,0,1,1,0,0.876,3.97,6.61
103471,Sul,RS,Estadual,Rural,Anos Iniciais,345,14,0.891,0,0,0,1,0,0,1,0,0.816,3.0,5.9
103472,Sul,SC,Municipal,Urbana,Anos Iniciais,82,4,0.743,0,0,0,0,1,1,1,0,0.969,3.49,7.32
103473,Sudeste,ES,Privada,Urbana,Anos Iniciais,909,77,1.0,0,1,1,1,1,1,1,0,1.0,6.11,7.42
103474,Sudeste,RJ,Municipal,Urbana,Anos Iniciais,97,7,0.802,0,0,0,1,0,1,1,0,0.893,4.43,6.69
103475,Sudeste,RJ,Municipal,Urbana,Anos Iniciais,228,13,0.64,0,1,0,0,1,0,1,1,0.84,3.58,6.95
103476,Sul,SC,Municipal,Rural,Anos Finais,426,17,0.61,0,0,0,0,0,1,0,0,0.869,3.39,5.38
103477,Nordeste,AL,Municipal,Rural,Anos Finais,225,17,0.705,1,1,0,0,0,0,0,0,0.904,2.43,5.94
103478,Nordeste,CE,Municipal,Urbana,Anos Iniciais,280,20,0.729,0,1,0,0,0,0,0,0,0.781,4.0,5.19
103479,Nordeste,CE,Municipal,Urbana,Anos Iniciais,351,30,0.769,0,1,0,1,1,0,1,1,0.851,3.37,7.14
103480,Nordeste,BA,Privada,Urbana,Ensino Médio,185,14,0.972,1,1,0,1,1,1,1,0,0.907,5.54,7.84
103481,Centro-Oeste,MS,Estadual,Rural,Anos Iniciais,72,3,0.746,0,1,0,0,0,0,1,0,0.852,4.4,6.45
103482,Sul,PR,Municipal,Urbana,Anos Finais,74,3,0.774,0,1,0,0,1,1,0,0,0.876,4.44,6.88
103483,Sudeste,MG,Municipal,Rural,Anos Finais,69,3,0.824,0,0,0,0,0,0,1,0,0.899,2.37,5.79
103484,Sul,PR,Municipal,Urbana,Ensino Médio,220,15,0.698,1,0,0,1,1,1,1,0,0.77,4.56,6.54
103485,Nordeste,AL,Municipal,Urbana,Anos Finais,326,23,0.78,1,1,0,1,0,1,1,0,0.736,4.44,6.62
103486,Sudeste,SP,Privada,Urbana,Anos Iniciais,389,24,0.713,1,1,0,0,1,1,1,0,0.833,5.03,6.71
103487,Nordeste,MA,Municipal,Urbana,Anos Iniciais,558,30,0.743,0,1,0,0,0,1,1,0,0.729,2.73,5.39
103488,Sudeste,SP,Privada,Urbana,Anos Iniciais,228,11,1.0,0,1,0,0,1,1,1,0,0.899,7.0,8.45
103489,Sudeste,SP,Estadual,Rural,Anos Iniciais,535,23,0.851,0,1,1,1,1,0,1,0,0.782,2.28,5.25
103490,Centro-Oeste,MT,Privada,Urbana,Anos Iniciais,1444,79,0.911,1,1,0,0,1,1,1,0,0.912,4.81,7.83
103491,Sul,RS,Municipal,Rural,Anos Iniciais,229,10,0.713,0,0,0,0,1,1,0,0,0.694,5.46,6.07
103492,Nordeste,SE,Municipal,Urbana,Ensino Médio,106,13,0.808,1,1,0,0,1,0,1,1,0.76,5.48,6.73
103493,Sul,PR,Municipal,Rural,Anos Iniciais,297,13,0.778,0,0,0,0,0,1,1,0,0.869,2.39,4.91
103494,Centro-Oeste,MT,Estadual,Urbana,Anos Iniciais,782,45,0.826,1,1,0,0,0,1,1,0,0.892,3.89,6.3
103495,Sudeste,SP,Municipal,Rural,Anos Iniciais,301,14,0.717,1,1,0,0,0,1,0,0,0.703,3.76,5.27
103496,Sudeste,RJ,Privada,Urbana,Anos Iniciais,442,21,0.837,1,1,0,0,1,1,1,0,0.858,6.57,7.54
103497,Centro-Oeste,GO,Municipal,Rural,Anos Iniciais,110,6,0.846,0,0,0,0,0,0,0,0,0.933,2.65,5.84
103498,Sudeste,SP,Privada,Urbana,Anos Finais,550,29,0.878,1,0,0,0,1,1,1,0,0.834,6.11,7.08
103499,Nordeste,MA,Municipal,Urbana,Ensino Médio,596,32,0.662,1,1,0,0,0,1,1,1,0.974,3.82,6.96
103500,Sul,SC,Estadual,Urbana,Anos Iniciais,226,10,0.742,1,0,0,1,1,1,1,0,0.9,3.32,6.12
103501,Sudeste,ES,Estadual,Urbana,Anos Iniciais,320,15,0.836,1,0,0,1,1,1,1,0,0.962,4.66,6.95
103502,Sudeste,ES,Municipal,Urbana,Ensino Médio,417,20,0.708,0,0,1,0,1,1,1,0,0.813,3.02,6.26
103503,Sudeste,SP,Municipal,Rural,Anos Finais,107,6,0.772,0,0,0,0,1,0,1,0,0.891,4.11,6.46
103504,Sudeste,RJ,Estadual,Urbana,Anos Iniciais,242,10,0.897,0,1,0,1,0,1,1,0,0.868,4.28,6.61
103505,Sul,RS,Municipal,Rural,Anos Iniciais,520,20,0.763,1,0,0,0,1,0,0,1,0.973,2.84,6.83
103506,Nordeste,CE,Municipal,Urbana,Anos Iniciais,121,8,0.472,1,0,0,0,1,1,1,0,0.869,4.23,6.44
103507,Nordeste,PI,Privada,Urbana,Anos Finais,236,13,0.787,1,1,0,1,1,1,1,0,0.967,5.14,7.29
103508,Sudeste,MG,Estadual,Rural,Anos Iniciais,290,19,0.888,1,0,0,0,1,1,0,0,0.757,3.63,5.18
103509,Nordeste,PI,Privada,Urbana,Anos Iniciais,503,24,0.797,1,1,1,1,1,1,1,1,0.84,6.28,7.52
103510,Sudeste,MG,Municipal,Urbana,Anos Finais,420,17,0.674,1,0,0,1,0,0,1,0,0.807,4.71,6.43
103511,Sudeste,SP,Municipal,Urbana,Anos Iniciais,182,15,0.743,0,0,1,0,1,1,1,1,0.791,3.62,6.56
103512,Sudeste,MG,Municipal,Urbana,Anos Iniciais,112,6,0.734,0,1,1,1,0,0,1,0,0.715,3.21,6.02
103513,Sul,PR,Estadual,Urbana,Anos Iniciais,185,14,0.925,0,0,0,1,1,0,1,0,0.606,4.38,6.16
103514,Nordeste,SE,Estadual,Urbana,Ensino Médio,216,13,0.95,1,0,1,1,0,0,1,0,0.824,4.03,6.8
103515,Norte,AC,Municipal,Urbana,Ensino Médio,740,57,0.681,0,1,0,1,1,1,1,0,0.84,4.2,6.57
103516,Sudeste,ES,Municipal,Rural,Anos Finais,450,20,0.762,0,0,0,0,0,0,1,0,0.757,3.4,5.23
103517,Norte,RR,Privada,Urbana,Anos Iniciais,70,3,0.92,1,1,0,1,1,1,1,0,0.923,7.0,8.14
103518,Sul,RS,Municipal,Rural,Anos Iniciais,140,9,0.717,0,0,0,0,0,1,1,0,0.806,2.89,4.93
103519,Nordeste,PI,Municipal,Urbana,Anos Finais,108,5,0.771,0,0,0,1,0,0,1,0,0.822,4.44,6.22
103520,Sudeste,MG,Municipal,Rural,Anos Iniciais,332,21,0.631,1,0,0,0,0,0,1,0,0.841,2.32,5.38
103521,Sudeste,ES,Privada,Urbana,Ensino Médio,342,19,0.983,1,1,1,1,1,1,1,0,0.983,5.13,7.51
103522,Sudeste,SP,Privada,Urbana,Anos Finais,89,8,0.866,1,0,0,1,1,1,1,0,0.847,5.83,6.82
103523,Sudeste,MG,Estadual,Rural,Ensino Médio,430,36,0.863,1,1,0,1,0,0,0,0,0.839,1.57,4.8
103524,Nordeste,PI,Municipal,Rural,Anos Iniciais,1001,70,0.641,0,0,0,0,1,1,0,0,0.946,3.75,6.58
